Age,Department,Gender,MaritalStatus,BusinessTravel,EducationField,DistanceFromHome,JobLevel,JobSatisfaction,EnvironmentSatisfaction,JobInvolvement,WorkLifeBalance,OverTime,MonthlyIncome,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,PerformanceRating,PercentSalaryHike,JobRole,Attrition,Attrition_Flag,Age_Group,Salary_Slab,Tenure_Group
35,Research & Development,Female,Married,Travel_Rarely,Life Sciences,3,4,3,3,2,3,No,5082,3,17,9,5,0,1,4,4,12,Laboratory Technician,No,0,26-35,3K-6K,6-10 years
46,Sales,Male,Married,Travel_Frequently,Life Sciences,4,4,3,2,4,3,No,5249,3,23,7,6,2,12,0,3,14,Sales Executive,No,0,46-60,3K-6K,6-10 years
18,Research & Development,Male,Divorced,Travel_Rarely,Other,5,1,3,3,3,3,No,1859,3,25,8,0,7,0,2,3,23,Healthcare Representative,No,0,18-25,< 3K,6-10 years
23,Sales,Female,Single,Travel_Rarely,Marketing,6,1,3,4,4,4,No,3512,1,4,15,1,0,5,2,3,13,Sales Executive,No,0,18-25,3K-6K,10+ years
28,Sales,Male,Single,Travel_Rarely,Life Sciences,11,3,2,2,1,3,No,4991,3,0,0,1,9,2,3,3,14,Sales Representative,No,0,26-35,3K-6K,0-1 years
49,Sales,Male,Single,Travel_Rarely,Other,6,2,2,3,3,4,Yes,4273,0,18,10,4,4,1,5,4,22,Sales Executive,No,0,46-60,3K-6K,6-10 years
39,Research & Development,Male,Single,Travel_Rarely,Medical,15,4,2,2,3,2,Yes,4338,4,9,2,9,1,0,3,3,11,Laboratory Technician,No,0,36-45,3K-6K,2-5 years
43,Research & Development,Female,Single,Travel_Rarely,Life Sciences,2,1,3,4,3,3,Yes,9947,1,10,11,6,3,4,6,3,16,Research Director,No,0,36-45,6K-10K,10+ years
26,Research & Development,Male,Married,Non-Travel,Life Sciences,14,3,3,3,3,2,No,16933,2,2,2,0,0,1,3,3,14,Research Scientist,No,0,26-35,10K+,2-5 years
26,Research & Development,Female,Married,Travel_Rarely,Marketing,21,2,3,3,3,2,No,4377,3,16,10,4,1,6,2,3,14,Research Scientist,No,0,26-35,3K-6K,6-10 years
40,Research & Development,Female,Married,Travel_Rarely,Life Sciences,8,1,1,2,1,4,Yes,2513,2,14,0,4,3,4,3,3,16,Manufacturing Director,No,0,36-45,< 3K,0-1 years
37,Research & Development,Female,Married,Non-Travel,Medical,3,1,2,3,1,1,No,4571,2,10,0,3,2,3,4,3,14,Manufacturing Director,No,0,36-45,3K-6K,0-1 years
41,Research & Development,Female,Single,Travel_Rarely,Marketing,11,3,2,3,3,4,No,5786,2,0,5,4,0,1,4,3,22,Research Director,No,0,36-45,3K-6K,2-5 years
34,Research & Development,Female,Married,Travel_Rarely,Life Sciences,8,1,4,3,2,3,Yes,5050,0,21,15,7,2,10,5,3,13,Laboratory Technician,No,0,26-35,3K-6K,10+ years
39,Research & Development,Female,Single,Travel_Rarely,Other,10,3,2,3,1,3,No,7276,2,13,9,1,0,7,2,4,16,Manufacturing Director,No,0,36-45,6K-10K,6-10 years
37,Research & Development,Female,Divorced,Travel_Rarely,Life Sciences,15,2,1,4,4,2,No,17553,2,20,9,3,0,1,4,3,12,Healthcare Representative,No,0,36-45,10K+,6-10 years
43,Research & Development,Female,Single,Travel_Rarely,Medical,6,2,1,2,2,3,Yes,2027,4,0,11,8,0,0,3,4,12,Healthcare Representative,No,0,36-45,< 3K,10+ years
43,Research & Development,Female,Married,Non-Travel,Medical,5,1,3,1,3,4,No,3934,0,11,4,6,8,0,0,3,21,Laboratory Technician,No,0,36-45,3K-6K,2-5 years
21,Research & Development,Female,Divorced,Travel_Frequently,Medical,29,5,2,4,4,3,Yes,12137,0,5,10,9,4,9,4,3,17,Research Director,No,0,18-25,10K+,6-10 years
18,Research & Development,Male,Married,Travel_Rarely,Medical,12,3,3,1,3,3,No,3902,2,11,3,10,4,8,0,3,17,Laboratory Technician,No,0,18-25,3K-6K,2-5 years
45,Research & Development,Female,Married,Travel_Rarely,Medical,17,3,3,4,1,4,No,8028,6,19,4,0,3,8,3,3,15,Manufacturing Director,No,0,36-45,6K-10K,2-5 years
47,Sales,Male,Married,Travel_Frequently,Human Resources,14,3,4,3,3,3,No,7357,2,14,5,5,4,4,6,3,13,Sales Executive,No,0,46-60,6K-10K,2-5 years
27,Research & Development,Female,Single,Travel_Rarely,Marketing,17,2,3,4,3,2,No,10267,2,11,3,2,6,7,1,3,24,Research Director,No,0,26-35,10K+,2-5 years
19,Research & Development,Male,Married,Travel_Frequently,Technical Degree,10,4,1,3,3,3,Yes,14895,2,11,6,0,4,8,4,3,22,Research Director,No,0,18-25,10K+,6-10 years
37,Human Resources,Female,Divorced,Travel_Rarely,Life Sciences,16,2,2,4,3,3,No,6245,1,0,4,1,7,4,2,4,17,Human Resources,No,0,36-45,6K-10K,2-5 years
44,Research & Development,Female,Divorced,Travel_Frequently,Medical,5,2,4,4,4,3,No,1991,2,4,2,3,2,3,2,3,11,Manufacturing Director,No,0,36-45,< 3K,2-5 years
52,Sales,Female,Married,Travel_Frequently,Medical,1,1,2,3,2,3,No,3538,3,20,5,3,4,0,5,3,24,Sales Manager,No,0,46-60,3K-6K,2-5 years
41,Sales,Male,Married,Travel_Rarely,Life Sciences,4,1,4,2,2,3,No,17305,2,7,7,2,5,6,1,4,17,Sales Executive,No,0,36-45,10K+,6-10 years
33,Research & Development,Female,Married,Travel_Rarely,Marketing,7,3,3,1,3,4,No,2389,1,20,0,4,0,6,2,4,13,Healthcare Representative,No,0,26-35,< 3K,0-1 years
28,Research & Development,Female,Married,Travel_Frequently,Life Sciences,6,1,1,2,3,3,Yes,6834,2,18,9,14,3,2,5,3,12,Healthcare Representative,No,0,26-35,6K-10K,6-10 years
36,Sales,Female,Single,Travel_Rarely,Life Sciences,8,3,2,4,3,3,No,1500,1,18,3,0,0,3,1,3,25,Sales Representative,No,0,36-45,< 3K,2-5 years
33,Human Resources,Female,Single,Travel_Rarely,Life Sciences,4,4,4,2,2,4,No,2473,2,14,7,9,2,3,2,4,11,HR Manager,No,0,26-35,< 3K,6-10 years
27,Research & Development,Male,Single,Travel_Rarely,Life Sciences,1,2,4,4,1,2,No,8470,5,8,2,4,2,7,4,3,16,Laboratory Technician,No,0,26-35,6K-10K,2-5 years
54,Research & Development,Male,Married,Travel_Rarely,Life Sciences,6,1,4,3,3,3,No,5304,3,10,12,2,1,0,2,3,19,Manufacturing Director,No,0,46-60,3K-6K,10+ years
52,Research & Development,Male,Single,Travel_Rarely,Medical,2,2,2,2,4,3,No,4228,2,16,12,0,1,0,4,3,15,Healthcare Representative,No,0,46-60,3K-6K,10+ years
46,Research & Development,Female,Single,Travel_Rarely,Medical,8,1,4,4,1,3,No,3323,3,0,0,7,4,0,2,3,13,Research Director,No,0,46-60,3K-6K,0-1 years
28,Sales,Male,Single,Travel_Rarely,Life Sciences,11,3,2,1,4,4,No,1734,5,21,9,0,0,3,1,3,20,Sales Executive,No,0,26-35,< 3K,6-10 years
44,Research & Development,Female,Divorced,Travel_Frequently,Life Sciences,6,2,2,3,3,3,No,7614,5,7,15,7,8,5,1,4,12,Laboratory Technician,No,0,36-45,6K-10K,10+ years
42,Sales,Female,Single,Travel_Rarely,Technical Degree,3,2,3,3,1,3,No,4450,1,10,0,11,4,0,0,3,25,Sales Executive,No,0,36-45,3K-6K,0-1 years
40,Sales,Male,Single,Travel_Rarely,Life Sciences,8,2,4,1,3,3,No,2252,2,10,1,0,0,8,2,3,18,Sales Manager,No,0,36-45,< 3K,0-1 years
47,Research & Development,Male,Married,Travel_Rarely,Medical,29,2,3,2,2,2,Yes,5287,1,11,10,9,4,10,1,3,22,Healthcare Representative,No,0,46-60,3K-6K,6-10 years
42,Research & Development,Male,Single,Travel_Frequently,Medical,12,1,3,3,3,4,No,7159,2,0,0,4,5,6,1,3,23,Research Director,No,0,36-45,6K-10K,0-1 years
43,Sales,Female,Divorced,Travel_Rarely,Medical,12,1,2,1,2,2,Yes,4657,2,12,1,0,4,8,2,3,22,Sales Representative,No,0,36-45,3K-6K,0-1 years
42,Sales,Male,Divorced,Travel_Frequently,Technical Degree,5,2,3,4,3,3,No,5543,3,16,0,0,0,0,5,3,18,Sales Representative,No,0,36-45,3K-6K,0-1 years
39,Sales,Male,Married,Travel_Rarely,Medical,4,4,1,3,2,3,No,5310,0,0,10,5,9,0,2,3,12,Sales Representative,No,0,36-45,3K-6K,6-10 years
20,Research & Development,Female,Married,Travel_Rarely,Other,17,1,4,1,3,2,No,3525,3,1,2,6,4,6,4,3,12,Manufacturing Director,No,0,18-25,3K-6K,2-5 years
37,Research & Development,Male,Married,Non-Travel,Technical Degree,1,1,1,2,4,2,No,5358,4,18,4,0,0,4,7,3,16,Research Scientist,No,0,36-45,3K-6K,2-5 years
31,Research & Development,Female,Single,Travel_Frequently,Life Sciences,4,1,3,1,3,3,No,7791,4,17,2,4,3,0,5,3,15,Research Scientist,No,0,26-35,6K-10K,2-5 years
24,Sales,Male,Single,Travel_Rarely,Life Sciences,24,2,2,4,3,1,Yes,9186,1,13,13,7,2,10,6,3,24,Sales Executive,No,0,18-25,6K-10K,10+ years
51,Research & Development,Male,Single,Travel_Rarely,Life Sciences,7,1,3,3,4,4,No,8033,0,6,1,8,3,5,3,3,17,Research Scientist,No,0,46-60,6K-10K,0-1 years
52,Research & Development,Male,Single,Travel_Rarely,Life Sciences,2,3,2,1,2,4,No,3587,1,17,0,2,0,7,2,4,25,Laboratory Technician,No,0,46-60,3K-6K,0-1 years
48,Research & Development,Male,Married,Travel_Rarely,Medical,11,1,3,3,3,2,Yes,7379,2,1,0,6,3,1,2,3,15,Manufacturing Director,No,0,46-60,6K-10K,0-1 years
38,Research & Development,Male,Single,Travel_Frequently,Life Sciences,6,2,3,3,3,4,Yes,6717,2,10,10,8,0,11,3,3,25,Research Director,No,0,36-45,6K-10K,6-10 years
48,Sales,Female,Single,Travel_Frequently,Life Sciences,1,1,3,3,4,3,No,3519,3,1,11,7,1,3,0,4,16,Sales Manager,No,0,46-60,3K-6K,10+ years
36,Research & Development,Male,Married,Travel_Rarely,Life Sciences,9,2,4,1,2,1,No,4028,2,10,13,8,4,8,1,4,25,Healthcare Representative,No,0,36-45,3K-6K,10+ years
38,Research & Development,Male,Married,Travel_Rarely,Medical,8,1,2,1,2,3,No,7557,0,3,0,4,1,2,2,3,18,Laboratory Technician,No,0,36-45,6K-10K,0-1 years
26,Sales,Male,Single,Travel_Rarely,Medical,8,3,3,2,2,4,No,11089,6,17,5,4,2,5,4,3,11,Sales Representative,No,0,26-35,10K+,2-5 years
40,Sales,Male,Single,Travel_Rarely,Other,11,4,4,3,1,3,No,1920,2,14,21,5,5,6,3,4,25,Sales Representative,No,0,36-45,< 3K,10+ years
37,Research & Development,Female,Single,Travel_Frequently,Life Sciences,3,1,2,3,2,2,Yes,12816,2,6,4,1,0,12,4,3,14,Healthcare Representative,No,0,36-45,10K+,2-5 years
24,Research & Development,Male,Single,Travel_Rarely,Life Sciences,10,4,4,2,4,3,No,9865,2,20,3,8,1,2,1,3,23,Research Scientist,No,0,18-25,6K-10K,2-5 years
36,Human Resources,Female,Divorced,Travel_Rarely,Other,9,1,4,2,2,3,No,5802,2,3,6,0,0,5,3,3,23,Human Resources,No,0,36-45,3K-6K,6-10 years
35,Sales,Male,Divorced,Travel_Rarely,Medical,17,2,4,3,1,3,No,4555,3,11,9,2,0,6,4,3,14,Sales Executive,No,0,26-35,3K-6K,6-10 years
52,Research & Development,Male,Married,Non-Travel,Medical,4,3,3,1,2,3,No,6446,2,6,9,4,3,0,3,3,19,Research Scientist,No,0,46-60,6K-10K,6-10 years
44,Research & Development,Male,Married,Travel_Rarely,Medical,19,1,4,3,3,4,Yes,3656,1,17,2,6,4,0,5,3,22,Laboratory Technician,No,0,36-45,3K-6K,2-5 years
36,Research & Development,Male,Married,Travel_Rarely,Life Sciences,14,2,3,3,3,3,Yes,4716,2,16,2,7,0,0,5,3,25,Laboratory Technician,No,0,36-45,3K-6K,2-5 years
38,Research & Development,Female,Married,Travel_Rarely,Human Resources,7,1,3,2,1,2,No,2310,1,21,4,10,4,8,1,3,16,Research Director,No,0,36-45,< 3K,2-5 years
36,Sales,Male,Single,Travel_Rarely,Medical,8,3,4,3,3,4,No,1995,2,12,2,4,3,11,1,3,17,Sales Manager,No,0,36-45,< 3K,2-5 years
34,Research & Development,Male,Single,Travel_Rarely,Medical,1,2,2,2,3,3,No,18754,0,0,0,1,0,0,4,3,23,Research Scientist,No,0,26-35,10K+,0-1 years
26,Research & Development,Female,Married,Travel_Rarely,Medical,8,4,4,3,2,3,No,5384,2,8,17,3,3,0,5,3,18,Manufacturing Director,No,0,26-35,3K-6K,10+ years
35,Sales,Female,Married,Travel_Rarely,Life Sciences,13,1,3,1,3,3,No,5816,1,24,4,3,6,10,6,4,20,Sales Executive,No,0,26-35,3K-6K,2-5 years
29,Sales,Female,Single,Travel_Rarely,Life Sciences,6,4,1,2,3,3,No,5113,2,8,4,6,0,2,7,4,12,Sales Manager,No,0,26-35,3K-6K,2-5 years
25,Sales,Female,Single,Travel_Frequently,Marketing,17,1,3,3,3,2,Yes,3298,1,0,4,0,9,3,7,3,21,Sales Executive,No,0,18-25,3K-6K,2-5 years
41,Research & Development,Female,Single,Travel_Rarely,Medical,11,2,4,1,4,3,Yes,4392,1,15,6,3,1,10,4,4,16,Laboratory Technician,No,0,36-45,3K-6K,6-10 years
40,Research & Development,Female,Single,Travel_Rarely,Life Sciences,29,1,3,3,4,4,No,5467,1,15,9,10,0,9,2,3,16,Manufacturing Director,No,0,36-45,3K-6K,6-10 years
20,Research & Development,Female,Married,Travel_Rarely,Life Sciences,4,1,4,4,3,4,No,4667,1,5,3,5,3,8,3,3,24,Healthcare Representative,No,0,18-25,3K-6K,2-5 years
35,Research & Development,Male,Married,Travel_Frequently,Human Resources,13,1,2,4,3,3,No,3438,2,9,13,0,5,0,2,4,21,Manufacturing Director,No,0,26-35,3K-6K,10+ years
45,Research & Development,Female,Married,Travel_Frequently,Life Sciences,2,2,4,2,2,2,Yes,6769,3,4,10,3,2,0,3,4,19,Research Director,No,0,36-45,6K-10K,6-10 years
46,Research & Development,Male,Single,Travel_Frequently,Medical,7,1,3,2,3,3,No,5768,2,15,5,0,3,8,6,3,19,Research Scientist,No,0,46-60,3K-6K,2-5 years
45,Research & Development,Female,Single,Travel_Rarely,Medical,12,2,4,2,3,3,No,6454,0,11,2,4,9,5,2,3,23,Research Director,No,0,36-45,6K-10K,2-5 years
36,Sales,Female,Divorced,Travel_Rarely,Marketing,13,5,2,4,1,3,Yes,7663,2,2,13,11,3,1,2,3,20,Sales Executive,No,0,36-45,6K-10K,10+ years
28,Human Resources,Male,Married,Travel_Rarely,Medical,6,1,3,2,4,3,No,4734,3,11,5,0,11,3,2,3,14,HR Manager,No,0,26-35,3K-6K,2-5 years
26,Research & Development,Female,Single,Travel_Rarely,Technical Degree,18,1,4,2,3,3,No,4739,2,5,0,0,6,8,4,3,19,Laboratory Technician,Yes,1,26-35,3K-6K,0-1 years
39,Research & Development,Female,Single,Travel_Rarely,Life Sciences,21,1,1,4,1,1,Yes,11752,3,23,12,1,3,10,1,3,20,Healthcare Representative,No,0,36-45,10K+,10+ years
39,Research & Development,Male,Divorced,Travel_Rarely,Human Resources,4,1,3,1,4,3,No,3094,7,18,2,8,3,4,5,3,11,Research Scientist,No,0,36-45,3K-6K,2-5 years
48,Research & Development,Male,Married,Travel_Rarely,Human Resources,7,2,4,3,3,3,No,1856,2,10,11,11,2,1,3,3,12,Healthcare Representative,No,0,46-60,< 3K,10+ years
46,Research & Development,Female,Divorced,Travel_Rarely,Medical,6,3,4,3,2,3,No,7058,0,12,0,6,3,3,4,3,18,Research Director,No,0,46-60,6K-10K,0-1 years
35,Research & Development,Female,Married,Travel_Rarely,Medical,5,1,4,3,3,2,No,3679,2,19,4,0,4,9,0,4,19,Laboratory Technician,No,0,26-35,3K-6K,2-5 years
25,Sales,Male,Married,Travel_Rarely,Life Sciences,20,1,4,4,4,4,Yes,2875,1,10,13,4,1,9,2,3,11,Sales Manager,No,0,18-25,< 3K,10+ years
33,Research & Development,Male,Married,Travel_Frequently,Medical,20,2,4,2,4,3,No,8462,3,17,6,11,0,5,5,4,17,Manufacturing Director,No,0,26-35,6K-10K,6-10 years
38,Sales,Female,Single,Travel_Rarely,Life Sciences,6,1,3,3,2,3,No,4802,2,23,10,3,6,2,2,3,13,Sales Executive,No,0,36-45,3K-6K,6-10 years
34,Research & Development,Male,Married,Travel_Frequently,Life Sciences,13,2,3,3,3,3,Yes,2595,3,7,1,5,5,8,7,3,21,Manufacturing Director,Yes,1,26-35,< 3K,0-1 years
31,Research & Development,Male,Married,Travel_Rarely,Other,17,4,4,1,4,3,No,15073,2,24,8,5,0,10,2,3,18,Manufacturing Director,No,0,26-35,10K+,6-10 years
38,Research & Development,Male,Single,Travel_Frequently,Life Sciences,10,1,4,4,4,3,Yes,2144,4,22,6,0,3,0,2,3,12,Laboratory Technician,No,0,36-45,< 3K,6-10 years
31,Research & Development,Male,Divorced,Travel_Frequently,Medical,6,2,1,4,1,3,No,4958,2,13,7,8,6,3,0,3,17,Laboratory Technician,No,0,26-35,3K-6K,6-10 years
30,Research & Development,Male,Married,Travel_Rarely,Life Sciences,4,3,2,4,3,3,No,1840,1,7,18,7,5,9,4,3,24,Manufacturing Director,No,0,26-35,< 3K,10+ years
39,Human Resources,Female,Single,Non-Travel,Life Sciences,13,3,3,4,4,3,No,6035,2,13,14,0,0,4,2,3,11,Human Resources,No,0,36-45,6K-10K,10+ years
32,Research & Development,Female,Married,Travel_Rarely,Life Sciences,2,3,4,2,1,2,Yes,3655,2,9,11,0,5,2,1,4,17,Manufacturing Director,No,0,26-35,3K-6K,10+ years
38,Research & Development,Female,Divorced,Travel_Rarely,Life Sciences,6,3,3,3,3,4,Yes,8160,1,5,11,0,3,5,5,3,13,Manufacturing Director,No,0,36-45,6K-10K,10+ years
38,Research & Development,Male,Divorced,Travel_Frequently,Medical,5,2,4,2,3,3,No,5151,3,15,1,7,4,5,3,3,24,Manufacturing Director,No,0,36-45,3K-6K,0-1 years
26,Research & Development,Male,Married,Travel_Rarely,Other,2,2,4,1,3,2,No,10930,2,3,3,1,0,0,4,3,17,Healthcare Representative,No,0,26-35,10K+,2-5 years
32,Research & Development,Male,Divorced,Travel_Rarely,Medical,7,3,2,2,3,3,No,4105,3,8,0,6,0,4,3,3,20,Manufacturing Director,No,0,26-35,3K-6K,0-1 years
49,Research & Development,Male,Divorced,Travel_Rarely,Other,7,3,3,2,1,2,No,2151,3,8,0,3,0,5,4,3,25,Laboratory Technician,No,0,46-60,< 3K,0-1 years
26,Sales,Male,Divorced,Travel_Rarely,Medical,3,2,3,1,3,4,Yes,5926,1,0,1,4,4,2,3,3,11,Sales Manager,No,0,26-35,3K-6K,0-1 years
18,Research & Development,Male,Divorced,Travel_Rarely,Medical,19,2,2,4,2,3,No,4526,5,16,6,6,2,1,3,4,18,Laboratory Technician,No,0,18-25,3K-6K,6-10 years
19,Research & Development,Male,Married,Travel_Rarely,Life Sciences,13,3,3,1,3,2,Yes,1912,3,9,0,5,4,2,3,3,12,Research Scientist,No,0,18-25,< 3K,0-1 years
36,Sales,Male,Married,Travel_Rarely,Life Sciences,8,1,3,3,3,1,No,2910,2,21,6,4,6,0,3,3,22,Sales Executive,No,0,36-45,< 3K,6-10 years
36,Sales,Female,Married,Travel_Rarely,Technical Degree,15,1,4,4,1,1,No,3467,1,9,5,5,2,7,2,3,19,Sales Manager,No,0,36-45,3K-6K,2-5 years
35,Research & Development,Female,Married,Travel_Rarely,Medical,17,1,3,3,4,2,No,12233,1,8,0,5,1,0,3,3,17,Laboratory Technician,No,0,26-35,10K+,0-1 years
47,Research & Development,Female,Single,Travel_Rarely,Medical,20,1,1,1,3,1,No,7673,5,4,15,3,0,5,1,3,15,Research Scientist,No,0,46-60,6K-10K,10+ years
18,Research & Development,Female,Married,Travel_Rarely,Technical Degree,4,2,3,3,2,3,No,4295,2,11,0,2,0,3,1,3,13,Manufacturing Director,No,0,18-25,3K-6K,0-1 years
40,Research & Development,Male,Divorced,Travel_Rarely,Life Sciences,15,1,4,4,2,3,Yes,6737,5,11,13,12,0,1,3,3,24,Research Scientist,Yes,1,36-45,6K-10K,10+ years
50,Research & Development,Male,Single,Travel_Rarely,Marketing,7,2,3,4,3,3,Yes,1694,3,17,0,2,4,9,3,3,11,Healthcare Representative,No,0,46-60,< 3K,0-1 years
26,Sales,Male,Divorced,Travel_Frequently,Life Sciences,9,2,2,2,4,2,Yes,3811,2,12,5,9,2,3,2,4,12,Sales Executive,No,0,26-35,3K-6K,2-5 years
33,Research & Development,Male,Married,Non-Travel,Human Resources,5,1,4,1,2,1,No,6483,3,28,0,1,1,1,1,3,16,Research Scientist,No,0,26-35,6K-10K,0-1 years
29,Sales,Male,Single,Travel_Rarely,Life Sciences,8,1,1,3,4,1,No,5695,4,15,2,7,1,1,0,3,16,Sales Manager,No,0,26-35,3K-6K,2-5 years
28,Research & Development,Male,Single,Travel_Rarely,Life Sciences,15,2,2,2,2,2,No,3865,0,3,17,11,0,5,2,3,24,Healthcare Representative,No,0,26-35,3K-6K,10+ years
33,Sales,Male,Divorced,Travel_Frequently,Medical,23,3,3,4,3,3,No,5092,3,2,4,3,5,7,4,4,15,Sales Executive,No,0,26-35,3K-6K,2-5 years
49,Sales,Male,Married,Travel_Frequently,Life Sciences,7,2,4,3,3,2,No,6263,2,15,0,1,3,9,2,3,15,Sales Manager,No,0,46-60,6K-10K,0-1 years
53,Research & Development,Female,Single,Travel_Rarely,Other,3,1,4,4,1,3,Yes,5173,2,3,9,2,5,3,3,3,14,Research Scientist,No,0,46-60,3K-6K,6-10 years
33,Research & Development,Female,Married,Travel_Rarely,Medical,26,1,1,4,4,4,Yes,8350,3,16,4,4,0,3,2,3,16,Research Scientist,No,0,26-35,6K-10K,2-5 years
53,Research & Development,Female,Married,Travel_Rarely,Life Sciences,4,1,4,3,2,2,No,6196,0,18,7,5,4,5,4,3,15,Laboratory Technician,No,0,46-60,6K-10K,6-10 years
36,Sales,Female,Married,Travel_Rarely,Life Sciences,1,1,4,4,4,2,No,6888,1,18,1,4,1,5,1,3,21,Sales Representative,No,0,36-45,6K-10K,0-1 years
52,Research & Development,Male,Divorced,Non-Travel,Human Resources,5,5,4,3,2,3,No,13345,0,4,1,2,2,1,2,3,22,Manufacturing Director,No,0,46-60,10K+,0-1 years
35,Research & Development,Male,Married,Travel_Rarely,Medical,17,1,4,1,2,3,Yes,8197,0,18,1,12,7,10,4,3,22,Laboratory Technician,Yes,1,26-35,6K-10K,0-1 years
37,Research & Development,Female,Married,Travel_Rarely,Human Resources,4,1,4,4,4,1,No,13547,1,14,11,3,1,4,3,4,23,Laboratory Technician,No,0,36-45,10K+,10+ years
39,Sales,Male,Married,Travel_Rarely,Life Sciences,3,4,2,3,3,4,Yes,3593,2,6,5,2,4,6,3,4,20,Sales Representative,No,0,36-45,3K-6K,2-5 years
60,Research & Development,Male,Divorced,Travel_Frequently,Human Resources,9,2,2,4,2,3,No,2166,1,10,0,7,0,6,7,3,21,Manufacturing Director,No,0,46-60,< 3K,0-1 years
44,Research & Development,Male,Single,Travel_Rarely,Medical,23,2,4,2,3,4,Yes,4814,2,15,7,7,3,6,1,3,16,Research Director,No,0,36-45,3K-6K,6-10 years
30,Human Resources,Female,Single,Travel_Frequently,Medical,11,2,3,2,2,4,Yes,4593,0,6,6,10,0,0,2,3,25,Human Resources,No,0,26-35,3K-6K,6-10 years
45,Research & Development,Female,Single,Travel_Rarely,Life Sciences,2,4,3,4,4,3,No,11604,6,13,9,12,2,4,1,3,25,Research Director,No,0,36-45,10K+,6-10 years
33,Sales,Male,Married,Travel_Rarely,Life Sciences,29,1,4,1,1,3,No,2793,3,23,3,5,4,13,1,3,11,Sales Manager,No,0,26-35,< 3K,2-5 years
32,Research & Development,Female,Married,Travel_Rarely,Other,10,1,4,3,3,3,No,4979,1,19,6,3,6,10,1,3,16,Manufacturing Director,No,0,26-35,3K-6K,6-10 years
44,Research & Development,Male,Married,Travel_Rarely,Other,16,3,4,3,1,4,Yes,6498,0,12,9,0,0,5,3,3,21,Healthcare Representative,No,0,36-45,6K-10K,6-10 years
36,Sales,Male,Married,Non-Travel,Life Sciences,2,3,4,1,3,3,No,5494,2,13,0,0,1,3,4,3,15,Sales Manager,No,0,36-45,3K-6K,0-1 years
39,Sales,Male,Single,Travel_Rarely,Other,28,5,1,1,4,3,No,4732,2,7,11,5,1,0,2,3,18,Sales Manager,No,0,36-45,3K-6K,10+ years
36,Sales,Male,Married,Travel_Rarely,Life Sciences,6,1,4,4,4,1,No,6334,3,7,6,0,2,2,2,3,23,Sales Representative,No,0,36-45,6K-10K,6-10 years
39,Research & Development,Female,Divorced,Travel_Rarely,Life Sciences,2,4,4,1,3,3,Yes,9414,2,0,0,0,0,4,6,3,24,Research Scientist,No,0,36-45,6K-10K,0-1 years
40,Research & Development,Male,Single,Travel_Rarely,Life Sciences,9,1,1,4,2,3,No,12101,1,13,0,4,0,3,4,3,25,Healthcare Representative,No,0,36-45,10K+,0-1 years
19,Research & Development,Female,Single,Travel_Rarely,Life Sciences,16,3,2,4,2,4,No,5295,4,16,5,7,0,3,5,3,20,Research Scientist,No,0,18-25,3K-6K,2-5 years
42,Research & Development,Male,Single,Travel_Frequently,Life Sciences,12,4,4,3,4,2,No,3320,3,10,3,3,2,6,5,3,25,Research Director,No,0,36-45,3K-6K,2-5 years
27,Research & Development,Female,Married,Travel_Rarely,Life Sciences,12,1,3,2,1,4,No,12093,3,4,11,8,2,0,3,3,20,Research Director,No,0,26-35,10K+,10+ years
23,Research & Development,Female,Single,Travel_Rarely,Life Sciences,12,1,1,1,3,1,No,2875,2,12,4,6,4,5,5,4,18,Healthcare Representative,No,0,18-25,< 3K,2-5 years
35,Research & Development,Female,Married,Travel_Rarely,Marketing,9,2,2,4,3,3,Yes,13922,3,22,8,9,5,4,2,3,14,Laboratory Technician,No,0,26-35,10K+,6-10 years
37,Research & Development,Female,Married,Travel_Rarely,Technical Degree,2,3,2,1,4,3,Yes,10891,5,18,1,13,1,0,1,4,24,Research Scientist,No,0,36-45,10K+,0-1 years
30,Research & Development,Female,Married,Travel_Rarely,Medical,7,1,2,2,3,3,Yes,11797,1,11,6,14,0,11,7,4,14,Manufacturing Director,No,0,26-35,10K+,6-10 years
43,Research & Development,Male,Married,Travel_Rarely,Life Sciences,6,3,4,4,3,3,No,7581,3,27,14,7,4,7,5,3,13,Laboratory Technician,No,0,36-45,6K-10K,10+ years
24,Sales,Female,Single,Travel_Rarely,Marketing,20,1,3,2,4,2,No,1627,1,33,5,2,2,1,3,4,22,Sales Manager,No,0,18-25,< 3K,2-5 years
32,Research & Development,Female,Divorced,Travel_Frequently,Life Sciences,17,2,4,2,4,2,Yes,2936,2,7,3,4,2,6,2,3,24,Healthcare Representative,No,0,26-35,< 3K,2-5 years
31,Research & Development,Male,Married,Travel_Frequently,Marketing,5,1,1,4,3,4,No,6156,6,9,1,10,6,0,3,3,25,Research Scientist,No,0,26-35,6K-10K,0-1 years
36,Sales,Male,Married,Travel_Frequently,Medical,14,4,3,1,3,2,Yes,3586,2,17,6,0,4,1,2,3,22,Sales Executive,No,0,36-45,3K-6K,6-10 years
39,Sales,Male,Single,Travel_Rarely,Life Sciences,8,1,2,1,3,3,No,4372,2,4,14,10,3,9,5,3,25,Sales Manager,No,0,36-45,3K-6K,10+ years
